       1    0.850000  1.0000E+00
       2    0.850006  9.9983E-01
       3    0.850013  9.9981E-01
       4    0.850019  9.9980E-01
       5    0.850025  9.9979E-01
       6    0.850032  9.9977E-01
       7    0.850038  9.9976E-01
       8    0.850044  9.9974E-01
       9    0.850051  9.9973E-01
      10    0.850057  9.9971E-01
      11    0.850064  9.9970E-01
      12    0.850070  9.9968E-01
      13    0.850076  9.9967E-01
      14    0.850083  9.9965E-01
      15    0.850089  9.9963E-01
      16    0.850095  9.9962E-01
      17    0.850102  9.9960E-01
      18    0.850108  9.9959E-01
      19    0.850114  9.9957E-01
      20    0.850121  9.9956E-01
      21    0.850127  9.9954E-01
      22    0.850133  9.9953E-01
      23    0.850140  9.9951E-01
      24    0.850146  9.9950E-01
      25    0.850152  9.9949E-01
      26    0.850159  9.9947E-01
      27    0.850165  9.9946E-01
      28    0.850171  9.9945E-01
      29    0.850178  9.9944E-01
      30    0.850184  9.9943E-01
      31    0.850191  9.9942E-01
      32    0.850197  9.9942E-01
      33    0.850203  9.9941E-01
      34    0.850210  9.9940E-01
      35    0.850216  9.9940E-01
      36    0.850222  9.9940E-01
      37    0.850229  9.9939E-01
      38    0.850235  9.9939E-01
      39    0.850241  9.9939E-01
      40    0.850248  9.9939E-01
      41    0.850254  9.9939E-01
      42    0.850260  9.9939E-01
      43    0.850267  9.9939E-01
      44    0.850273  9.9939E-01
      45    0.850279  9.9940E-01
      46    0.850286  9.9940E-01
      47    0.850292  9.9940E-01
      48    0.850299  9.9941E-01
      49    0.850305  9.9941E-01
      50    0.850311  9.9942E-01
      51    0.850318  9.9942E-01
      52    0.850324  9.9942E-01
      53    0.850330  9.9943E-01
      54    0.850337  9.9943E-01
      55    0.850343  9.9944E-01
      56    0.850349  9.9944E-01
      57    0.850356  9.9944E-01
      58    0.850362  9.9944E-01
      59    0.850368  9.9945E-01
      60    0.850375  9.9945E-01
      61    0.850381  9.9945E-01
      62    0.850387  9.9945E-01
      63    0.850394  9.9945E-01
      64    0.850400  9.9945E-01
      65    0.850406  9.9945E-01
      66    0.850413  9.9945E-01
      67    0.850419  9.9944E-01
      68    0.850426  9.9944E-01
      69    0.850432  9.9944E-01
      70    0.850438  9.9943E-01
      71    0.850445  9.9943E-01
      72    0.850451  9.9942E-01
      73    0.850457  9.9942E-01
      74    0.850464  9.9941E-01
      75    0.850470  9.9941E-01
      76    0.850476  9.9940E-01
      77    0.850483  9.9939E-01
      78    0.850489  9.9939E-01
      79    0.850495  9.9938E-01
      80    0.850502  9.9937E-01
      81    0.850508  9.9937E-01
      82    0.850514  9.9936E-01
      83    0.850521  9.9935E-01
      84    0.850527  9.9934E-01
      85    0.850534  9.9933E-01
      86    0.850540  9.9933E-01
      87    0.850546  9.9932E-01
      88    0.850553  9.9931E-01
      89    0.850559  9.9930E-01
      90    0.850565  9.9929E-01
      91    0.850572  9.9929E-01
      92    0.850578  9.9928E-01
      93    0.850584  9.9927E-01
      94    0.850591  9.9926E-01
      95    0.850597  9.9925E-01
      96    0.850603  9.9924E-01
      97    0.850610  9.9923E-01
      98    0.850616  9.9922E-01
      99    0.850622  9.9921E-01
     100    0.850629  9.9920E-01
     101    0.850635  9.9919E-01
     102    0.850641  9.9918E-01
     103    0.850648  9.9917E-01
     104    0.850654  9.9916E-01
     105    0.850661  9.9915E-01
     106    0.850667  9.9913E-01
     107    0.850673  9.9912E-01
     108    0.850680  9.9911E-01
     109    0.850686  9.9910E-01
     110    0.850692  9.9909E-01
     111    0.850699  9.9907E-01
     112    0.850705  9.9906E-01
     113    0.850711  9.9905E-01
     114    0.850718  9.9904E-01
     115    0.850724  9.9903E-01
     116    0.850730  9.9901E-01
     117    0.850737  9.9900E-01
     118    0.850743  9.9899E-01
     119    0.850749  9.9899E-01
     120    0.850756  9.9898E-01
     121    0.850762  9.9897E-01
     122    0.850769  9.9896E-01
     123    0.850775  9.9896E-01
     124    0.850781  9.9896E-01
     125    0.850788  9.9895E-01
     126    0.850794  9.9895E-01
     127    0.850800  9.9896E-01
     128    0.850807  9.9896E-01
     129    0.850813  9.9896E-01
     130    0.850819  9.9897E-01
     131    0.850826  9.9898E-01
     132    0.850832  9.9898E-01
     133    0.850838  9.9900E-01
     134    0.850845  9.9901E-01
     135    0.850851  9.9902E-01
     136    0.850857  9.9904E-01
     137    0.850864  9.9905E-01
     138    0.850870  9.9907E-01
     139    0.850876  9.9909E-01
     140    0.850883  9.9911E-01
     141    0.850889  9.9914E-01
     142    0.850896  9.9916E-01
     143    0.850902  9.9918E-01
     144    0.850908  9.9921E-01
     145    0.850915  9.9924E-01
     146    0.850921  9.9926E-01
     147    0.850927  9.9929E-01
     148    0.850934  9.9932E-01
     149    0.850940  9.9934E-01
     150    0.850946  9.9937E-01
     151    0.850953  9.9940E-01
     152    0.850959  9.9943E-01
     153    0.850965  9.9945E-01
     154    0.850972  9.9948E-01
     155    0.850978  9.9950E-01
     156    0.850984  9.9953E-01
     157    0.850991  9.9955E-01
     158    0.850997  9.9958E-01
     159    0.851004  9.9960E-01
     160    0.851010  9.9962E-01
     161    0.851016  9.9964E-01
     162    0.851023  9.9966E-01
     163    0.851029  9.9967E-01
     164    0.851035  9.9969E-01
     165    0.851042  9.9970E-01
     166    0.851048  9.9972E-01
     167    0.851054  9.9973E-01
     168    0.851061  9.9973E-01
     169    0.851067  9.9974E-01
     170    0.851073  9.9974E-01
     171    0.851080  9.9975E-01
     172    0.851086  9.9975E-01
     173    0.851092  9.9974E-01
     174    0.851099  9.9974E-01
     175    0.851105  9.9973E-01
     176    0.851111  9.9972E-01
     177    0.851118  9.9971E-01
     178    0.851124  9.9970E-01
     179    0.851131  9.9968E-01
     180    0.851137  9.9966E-01
     181    0.851143  9.9964E-01
     182    0.851150  9.9961E-01
     183    0.851156  9.9958E-01
     184    0.851162  9.9955E-01
     185    0.851169  9.9952E-01
     186    0.851175  9.9948E-01
     187    0.851181  9.9944E-01
     188    0.851188  9.9939E-01
     189    0.851194  9.9934E-01
     190    0.851200  9.9929E-01
     191    0.851207  9.9924E-01
     192    0.851213  9.9918E-01
     193    0.851219  9.9912E-01
     194    0.851226  9.9905E-01
     195    0.851232  9.9899E-01
     196    0.851239  9.9892E-01
     197    0.851245  9.9884E-01
     198    0.851251  9.9877E-01
     199    0.851258  9.9869E-01
     200    0.851264  9.9861E-01
     201    0.851270  9.9852E-01
     202    0.851277  9.9844E-01
     203    0.851283  9.9835E-01
     204    0.851289  9.9826E-01
     205    0.851296  9.9817E-01
     206    0.851302  9.9808E-01
     207    0.851308  9.9799E-01
     208    0.851315  9.9790E-01
     209    0.851321  9.9781E-01
     210    0.851327  9.9772E-01
     211    0.851334  9.9764E-01
     212    0.851340  9.9755E-01
     213    0.851346  9.9747E-01
     214    0.851353  9.9738E-01
     215    0.851359  9.9731E-01
     216    0.851366  9.9723E-01
