 9790.000   0.1335
 9790.100   0.0939
 9790.200   0.2912
 9790.300   0.3464
 9790.400   0.1906
 9790.500   0.4462
 9790.600   0.6054
 9790.700   0.2402
 9790.800  -0.0114
 9790.900   0.0370
 9791.000   0.2083
 9791.100   0.1760
 9791.200   0.0916
 9791.300   0.1815
 9791.400   0.2116
 9791.500  -0.0626
 9791.600  -0.4116
 9791.700   0.0579
 9791.800   1.0187
 9791.900   1.3258
 9792.000   1.0013
 9792.100   0.9058
 9792.200   0.9359
 9792.300   0.5193
 9792.400   0.0881
 9792.500   0.1720
 9792.600   0.3285
 9792.700   0.2521
 9792.800   0.1615
 9792.900   0.2331
 9793.000   0.3244
 9793.100   0.2841
 9793.200   0.1544
 9793.300   0.3719
 9793.400   0.4885
 9793.500   1.0811
 9793.600   3.7826
 9793.700   7.0255
 9793.800   7.7198
 9793.900   5.4477
 9794.000   2.1975
 9794.100   0.1012
 9794.200  -0.1876
 9794.300   0.1934
 9794.400   0.2566
 9794.500   0.1313
 9794.600  -0.0204
 9794.700  -0.1912
 9794.800  -0.0646
 9794.900   0.0109
 9795.000   0.0070
 9795.100  -0.1454
 9795.200  -0.0665
 9795.300   0.0785
 9795.400   0.1929
 9795.500   0.1691
 9795.600   0.1176
 9795.700   0.0244
 9795.800  -0.0883
 9795.900  -0.0081
 9796.000   0.1237
 9796.100  -0.0974
 9796.200  -0.5741
 9796.300  -0.2878
 9796.400  -0.0911
 9796.500  -0.3488
 9796.600  -0.4009
 9796.700  -0.1681
 9796.800   0.1540
 9796.900   0.2118
 9797.000  -0.0134
 9797.100  -0.0747
 9797.200   0.0467
 9797.300   0.1626
 9797.400  -0.0085
 9797.500  -0.2537
 9797.600  -0.0220
 9797.700   0.2932
 9797.800   0.1607
 9797.900   0.0475
 9798.000   0.2268
 9798.100   0.2475
 9798.200   0.0870
 9798.300   0.0449
 9798.400   0.0224
 9798.500   0.0773
 9798.600  -0.0866
 9798.700  -0.1529
 9798.800   0.0977
 9798.900   0.3868
 9799.000   0.4348
 9799.100   0.2290
 9799.200   0.0890
 9799.300   0.2471
 9799.400   0.4530
 9799.500   0.3687
 9799.600   0.0631
 9799.700  -0.0662
 9799.800  -0.0778
 9799.900  -0.0528
 9800.000   0.0536
 9800.100   0.2323
 9800.200   0.1532
 9800.300   0.1224
 9800.400   0.0989
 9800.500   0.1943
 9800.600   0.0610
 9800.700  -0.1884
 9800.800  -0.1275
 9800.900   0.1911
 9801.000   0.2980
 9801.100   0.1567
 9801.200   0.1394
 9801.300   0.0005
 9801.400  -0.2075
 9801.500  -0.0502
 9801.600   0.1674
 9801.700  -0.1407
 9801.800  -0.1420
 9801.900   0.2671
 9802.000   0.4063
 9802.100   0.4137
 9802.200   0.5684
 9802.300   1.3326
 9802.400   2.4925
 9802.500   2.8280
 9802.600   1.8843
 9802.700   0.7163
 9802.800   0.1804
 9802.900  -0.0304
 9803.000  -0.0833
 9803.100   0.0074
 9803.200  -0.0967
 9803.300  -0.1193
 9803.400   0.0168
 9803.500  -0.0544
 9803.600  -0.0643
 9803.700  -0.0445
 9803.800  -0.0022
 9803.900   0.0241
 9804.000   0.1224
 9804.100   0.1544
 9804.200  -0.0109
 9804.300  -0.0492
 9804.400  -0.0153
 9804.500  -0.0506
 9804.600   0.0752
 9804.700   0.1472
 9804.800   0.0185
 9804.900  -0.0156
 9805.000   0.1730
 9805.100   0.0766
 9805.200  -0.0413
 9805.300   0.1558
 9805.400   0.1537
 9805.500   0.0500
 9805.600  -0.1501
 9805.700  -0.2942
 9805.800  -0.2928
 9805.900  -0.1666
 9806.000   0.0738
 9806.100   0.1660
 9806.200  -0.0633
 9806.300  -0.1100
 9806.400   0.0499
 9806.500  -0.1917
 9806.600  -0.2324
 9806.700   0.0133
 9806.800   0.0255
 9806.900  -0.0026
 9807.000  -0.2215
 9807.100  -0.0951
 9807.200  -0.1751
 9807.300  -0.1956
 9807.400   0.0177
 9807.500   0.1058
 9807.600   0.0551
 9807.700   0.0482
 9807.800   0.0200
 9807.900  -0.1479
