9730.  0.1793444
9731.09062700837  0.1761838
9732.18125401673  0.1808472
9733.2718810251  0.1710809
9734.36250803347  0.1542697
9735.45313504184  0.1694224
9736.5437620502  0.2546608
9737.63438905857  0.2873833
9738.72501606694  0.3511888
9739.81564307531  0.5211827
9740.90627008367  0.5764507
9741.99689709204  0.4500892
9743.08752410041  0.2344136
9744.17815110877  0.1599614
9745.26877811714  0.1737085
9746.35940512551  0.2244754
9747.45003213388  0.3080647
9748.54065914224  0.3731028
9749.63128615061  0.2168623
9750.72191315897  0.8834358
9751.81254016734  1.557964
9752.90316717571  0.1316457
9753.99379418408  0.2434895
9755.08442119244  0.2248419
9756.17504820081  0.1802046
9757.26567520918  0.1708782
9758.35630221754  0.1683782
9759.44692922591  0.1707194
9760.53755623428  0.2031133
9761.62818324265  0.3425498
9762.71881025101  -0.5761644
9763.80943725938  6.41971
9764.90006426775  11.46312
9765.99069127611  -0.02201147
9767.08131828448  0.2141109
9768.17194529285  0.2011109
9769.26257230122  0.2156464
9770.35319930958  0.2595253
9771.44382631795  0.2933377
9772.53445332632  0.3119707
9773.62508033469  0.2747561
9774.71570734305  0.2145286
9775.80633435142  0.2061268
9776.89696135979  0.2201918
9777.98758836815  0.2729213
9779.07821537652  0.3121702
9780.16884238489  0.2783947
9781.25946939325  0.2125241
9782.35009640162  0.2070995
9783.44072340999  0.2046023
9784.53135041836  0.1722666
9785.62197742672  0.1526834
9786.71260443509  0.1734467
9787.80323144346  0.1960918
9788.89385845182  0.1952563
9789.98448546019  0.2504469
9791.07511246856  0.5707713
9792.16573947693  1.859007
9793.25636648529  3.291231
9794.34699349366  3.250124
9795.43762050203  1.819441
9796.52824751039  0.4383693
9797.61887451876  0.2242937
9798.70950152713  0.2945747
9799.80012853549  0.3725645
9800.89075554386  0.742053
9801.98138255223  1.161916
9803.0720095606  1.112535
9804.16263656896  0.6424499
9805.25326357733  0.2396834
9806.3438905857  0.1939687
9807.43451759406  0.192184
9808.52514460243  0.2408621
9809.6157716108  0.328072
9810.70639861917  0.3447744
9811.79702562753  0.3799704
9812.8876526359  0.3905667
9813.97827964427  0.4501254
9815.06890665263  0.5144688
9816.159533661  0.3854535
9817.25016066937  0.2466773
9818.34078767774  0.2750842
9819.4314146861  0.3499196
9820.52204169447  0.3363449
9821.61266870284  0.279725
9822.7032957112  0.2546121
9823.79392271957  0.2548116
9824.88454972794  0.2456073
9825.9751767363  0.2242679
9827.06580374467  0.2109388
9828.15643075304  0.2140785
