sep=,
"Time","cmb b2","cmb r2","cmb z2"
1691307000000,0.000009171965317919082,0.000032785100286533024,0.00004101235632183904
1691308800000,0.000009249137931034464,0.00003168779069767432,0.0000413617816091953
1691310600000,0.000009324068767908307,0.00003067325581395354,0.00004168764367816088
1691312400000,0.000009458739255014303,0.000029762068965517237,0.00004203218390804589
1691314200000,0.000009560932944606375,0.00002882737752161393,0.00004257014492753627
1691316000000,0.000009659999999999997,0.000027960174418604624,0.000042775362318840616
1691317800000,0.00000977068965517242,0.000027154310344827597,0.000043121902017291124
1691319600000,0.000009925501432664776,0.000026449421965317865,0.000043653714285714334
1691321400000,0.000010076011560693649,0.00002574985673352436,0.00004413612716763008
1691323200000,0.000010230357142857142,0.000025082848837209274,0.00004461436950146625
1691325000000,0.000010647701149425303,0.000024462608695652168,0.00004625821325648422
1691326800000,0.000014713583815028903,0.00002381511627906977,0.00006606352941176472
1691328600000,0.000009790517241379303,0.000023322063037249318,0.00004534971098265891
1691330400000,0.00000972292263610316,0.000019659942363112385,0.00004437130434782608
1691332200000,0.000009825360230547543,0.00000450744985673353,0.000044473121387283233
1691334000000,0.000009963294797687874,8.391930835734877e-7,0.000044633815028901686
1691335800000,0.000009894476744186065,8.000000000000001e-7,0.00004417043478260872
1691337600000,0.000009921037463976944,8.000000000000002e-7,0.00004426971428571431
1691339400000,0.000009955172413793128,8.000000000000002e-7,0.00004446916426512966
1691341200000,0.000010013753581661889,8.000000000000002e-7,0.00004462234957020055
1691343000000,0.000010093930635838156,7.999999999999984e-7,0.000044796275071633185
1691344800000,0.000010153160919540223,8.000000000000002e-7,0.00004504005763688752
1691346600000,0.000010189080459770113,8.000000000000002e-7,0.000045300288184437966
1691348400000,0.00001021781609195402,7.999999999999983e-7,0.00004547953890489909
1691350200000,0.000010231805157593112,8e-7,0.000045611174785100185
1691352000000,0.000010362750716332357,7.999999999999998e-7,0.00004588965517241372
1691353800000,0.000010421325648414971,8.000000000000001e-7,0.000046152173913043575
1691355600000,0.000010467908309455573,8.000000000000002e-7,0.000046339193083573643
1691357400000,0.000010534195402298865,8.008595988538662e-7,0.000046841091954023044
1691359200000,0.000010588218390804616,8.03790087463557e-7,0.00004725948275862068
1691361000000,0.000010711304347826116,8.063768115942029e-7,0.00004782564841498565
1691362800000,0.000014572674418604632,9.822674418604633e-7,0.00006665028901734105
1691364600000,0.000011356484149855937,8.666666666666684e-7,0.00005223227665706057
1691366400000,0.000010542528735632185,8.971264367816116e-7,0.00004829020172910662
1691368200000,0.000010448571428571415,8.816091954023004e-7,0.00004774608695652182
1691370000000,0.000010571594202898558,9.517142857142896e-7,0.00004796685714285715
