Wavelength (micron)  Background (photon/sec/pixel)
       2.1429291       9.7444551
       2.1431460       9.5873941
       2.1433630       9.5521953
       2.1435800       9.6807708
       2.1437969       9.9636069
       2.1440141       10.036042
       2.1442311       9.6200195
       2.1444480       8.9717922
       2.1446650       8.4976295
       2.1448820       8.2342564
       2.1450992       8.0458261
       2.1453161       7.9333494
       2.1455331       7.9252824
       2.1457500       7.9886445
       2.1459670       8.0888686
       2.1461840       8.1961147
       2.1464009       8.2739654
       2.1466181       8.2972693
       2.1468351       8.2628088
       2.1470520       8.2061039
       2.1472690       8.1815031
       2.1474860       8.2138377
       2.1477032       8.3026292
       2.1479201       8.4273020
       2.1481371       8.5713787
       2.1483541       8.7483421
       2.1485710       8.9503291
       2.1487880       9.1414008
       2.1490049       9.3738969
       2.1492221       9.8994895
       2.1494391       11.466364
       2.1496561       17.741677
       2.1498730       42.213082
       2.1500900       110.02890
       2.1503072       230.88366
       2.1505241       357.40888
       2.1507411       405.03273
       2.1509581       337.52567
       2.1511750       208.92060
       2.1513920       100.08053
       2.1516089       43.099680
       2.1518261       23.340633
       2.1520431       19.349924
       2.1522601       20.395664
       2.1524770       23.692839
       2.1526940       29.548021
       2.1529109       40.828782
       2.1531281       64.550664
       2.1533451       104.15830
       2.1535621       144.64713
       2.1537790       158.26232
       2.1539960       134.68852
       2.1542130       93.859051
       2.1544302       61.606778
       2.1546471       44.571324
       2.1548641       34.749587
       2.1550810       25.964327
       2.1552980       18.127815
       2.1555150       12.890064
       2.1557322       10.488406
       2.1559491       10.006311
       2.1561661       10.723079
       2.1563830       12.288642
       2.1566000       14.133795
       2.1568170       15.655549
       2.1570342       16.886245
       2.1572511       19.458512
       2.1574681       27.128744
       2.1576850       41.576049
       2.1579020       56.225250
       2.1581190       60.168267
       2.1583362       50.270515
       2.1585531       34.447053
       2.1587701       22.097606
       2.1589870       16.135502
       2.1592040       14.462118
       2.1594210       14.520622
       2.1596379       14.747168
       2.1598551       14.243162
       2.1600721       12.925338
       2.1602890       11.509797
       2.1605060       10.841312
       2.1607230       11.276640
       2.1609402       12.471403
       2.1611571       13.388788
       2.1613741       12.997029
       2.1615911       11.636431
       2.1618080       10.733958
       2.1620250       10.780190
       2.1622419       11.018667
       2.1624591       11.066704
       2.1626761       12.145108
       2.1628931       16.298976
       2.1631100       22.973922
       2.1633270       28.143942
       2.1635439       29.480714
       2.1637611       28.008844
       2.1639781       24.487677
       2.1641951       19.310760
       2.1644120       14.205488
       2.1646290       10.958247
       2.1648459       9.8017924
       2.1650629       10.102879
       2.1652801       11.426985
       2.1654971       13.255658
       2.1657140       14.722096
       2.1659310       15.227518
       2.1661479       14.807122
       2.1663651       13.774157
       2.1665821       12.623827
       2.1667991       12.194796
       2.1670160       13.046797
       2.1672330       14.512318
       2.1674500       15.242665
       2.1676669       14.896589
       2.1678841       14.432869
       2.1681011       14.455703
       2.1683180       14.330169
       2.1685350       13.426743
       2.1687520       12.133863
       2.1689692       11.123498
       2.1691861       10.499717
       2.1694031       10.081327
       2.1696200       9.9610567
       2.1698370       10.538620
       2.1700540       12.643060
       2.1702709       18.715122
       2.1704881       33.544803
       2.1707051       59.123357
       2.1709220       85.725658
       2.1711390       94.958485
       2.1713560       78.791055
       2.1715732       49.565923
       2.1717901       25.751534
       2.1720071       14.137879
       2.1722240       10.581231
       2.1724410       9.8765590
       2.1726580       9.8060391
       2.1728749       9.8605226
       2.1730921       9.9388499
       2.1733091       10.008195
       2.1735260       10.068379
       2.1737430       10.122023
       2.1739600       10.171339
       2.1741772       10.221239
       2.1743941       10.228197
       2.1746111       10.162682
       2.1748281       10.092027
       2.1750450       10.176348
       2.1752620       10.860846
       2.1754789       12.961162
       2.1756961       16.852897
       2.1759131       21.294703
       2.1761301       23.762675
       2.1763470       22.557932
       2.1765640       18.544309
       2.1767812       14.311736
       2.1769981       11.743787
       2.1772151       10.860812
       2.1774321       10.771009
       2.1776490       10.816047
       2.1778660       10.857830
       2.1780829       11.179681
       2.1783001       12.465926
       2.1785171       15.559273
       2.1787341       20.618343
       2.1789510       26.601423
       2.1791680       33.631191
       2.1793852       49.614302
       2.1796021       93.112232
       2.1798191       174.20110
       2.1800361       261.66316
       2.1802530       293.02339
       2.1804700       240.20726
       2.1806870       144.13618
       2.1809042       65.734718
       2.1811211       27.539955
       2.1813381       15.651034
       2.1815550       12.928456
       2.1817720       12.177090
       2.1819890       11.893672
       2.1822062       11.860347
       2.1824231       11.958670
       2.1826401       12.032374
       2.1828570       12.031154
       2.1830740       12.091281
       2.1832910       12.332433
       2.1835082       12.683953
       2.1837251       12.981526
       2.1839421       13.180410
       2.1841590       13.373338
       2.1843760       13.601703
       2.1845930       13.756061
       2.1848102       13.691778
       2.1850271       13.382755
       2.1852441       12.962498
       2.1854610       12.662219
       2.1856780       12.671228
       2.1858950       12.990418
       2.1861119       13.559746
       2.1863291       15.467157
       2.1865461       23.780659
       2.1867630       47.458282
       2.1869800       88.133853
       2.1871970       126.92266
       2.1874142       135.58666
       2.1876311       107.39987
       2.1878481       65.216112
       2.1880651       34.430148
       2.1882820       20.812195
       2.1884990       16.962527
       2.1887159       16.645184
       2.1889331       17.679399
       2.1891501       18.647925
       2.1893671       18.184673
       2.1895840       16.347109
       2.1898010       14.547207
       2.1900179       13.884571
       2.1902351       14.179770
       2.1904521       14.483906
       2.1906691       14.111730
       2.1908860       13.192621
       2.1911030       12.332839
       2.1913199       11.905945
       2.1915371       11.819228
       2.1917541       11.814828
       2.1919711       11.785662
       2.1921880       11.850639
       2.1924050       12.191895
       2.1926219       12.723544
       2.1928391       13.046604
       2.1930561       12.953365
       2.1932731       12.722305
       2.1934900       12.690204
       2.1937070       12.899299
       2.1939240       13.286581
       2.1941409       13.979533
       2.1943581       15.907201
       2.1945751       24.042975
       2.1947920       54.603220
       2.1950090       131.31919
       2.1952260       250.65802
       2.1954432       351.80294
       2.1956601       359.10835
       2.1958771       266.68573
       2.1960940       145.18942
       2.1963110       61.668824
       2.1965280       26.374339
       2.1967449       16.694405
       2.1969621       14.663807
       2.1971791       14.445830
       2.1973960       15.279075
       2.1976130       17.014573
       2.1978300       18.937474
       2.1980472       20.136229
       2.1982641       20.494393
       2.1984811       20.654651
       2.1986980       21.000208
       2.1989150       21.544347
       2.1991320       22.467990
       2.1993489       23.682233
       2.1995661       24.315472
       2.1997831       23.730343
       2.2000000       22.540575
       2.2002170       21.572533
       2.2004340       20.682660
       2.2006512       19.572022
       2.2008681       18.615942
       2.2010851       18.077035
       2.2013021       17.572284
       2.2015190       16.790138
       2.2017360       16.055662
       2.2019529       16.082292
       2.2021701       17.506868
       2.2023871       20.349547
       2.2026041       23.589910
       2.2028210       25.475459
       2.2030380       24.839534
       2.2032552       22.298325
       2.2034721       19.660790
       2.2036891       18.079744
       2.2039061       17.455595
       2.2041230       17.841517
       2.2043400       22.154789
       2.2045569       38.281766
       2.2047741       73.418929
       2.2049911       118.55747
       2.2052081       146.13984
       2.2054250       135.47040
       2.2056420       96.756198
       2.2058592       58.355442
       2.2060761       36.160659
       2.2062931       26.701913
       2.2065101       22.272537
       2.2067270       19.518881
       2.2069440       17.681849
       2.2071609       16.445795
       2.2073781       15.666244
       2.2075951       15.202152
       2.2078121       14.886798
       2.2080290       14.673080
       2.2082460       14.551210
       2.2084630       14.461409
       2.2086802       14.362178
       2.2088971       14.287897
       2.2091141       14.278298
       2.2093310       14.302529
       2.2095480       14.317451
       2.2097650       14.355104
       2.2099822       14.504989
       2.2101991       14.823329
       2.2104161       15.293498
       2.2106330       15.815971
       2.2108500       16.233419
       2.2110670       16.566835
       2.2112842       17.442133
       2.2115011       21.844149
       2.2117181       40.423303
       2.2119350       92.893453
       2.2121520       186.02687
       2.2123690       281.35633
       2.2125859       312.75186
       2.2128031       255.30562
       2.2130201       154.50178
       2.2132370       72.926454
       2.2134540       32.852035
       2.2136710       20.070501
       2.2138879       17.032218
       2.2141051       16.276189
       2.2143221       16.169622
       2.2145391       16.319163
       2.2147560       16.462074
       2.2149730       16.478151
       2.2151899       16.399578
       2.2154071       16.315404
       2.2156241       16.292009
       2.2158411       16.361259
       2.2160580       16.459991
       2.2162750       16.489722
       2.2164919       16.490788
       2.2167091       16.507228
       2.2169261       16.408060
       2.2171431       16.150824
       2.2173600       15.945919
       2.2175770       15.948229
       2.2177939       16.109957
       2.2180111       16.343794
       2.2182281       16.545186
       2.2184451       16.586078
       2.2186620       16.484094
       2.2188790       16.400336
       2.2190959       16.393775
       2.2193131       16.398912
       2.2195301       16.388925
       2.2197471       16.395049
       2.2199640       16.429867
       2.2201810       16.418569
       2.2203979       16.254883
       2.2206149       15.986543
       2.2208321       15.823754
       2.2210491       15.942691
       2.2212660       16.350113
       2.2214830       16.905638
       2.2217000       17.400804
       2.2219172       17.622670
       2.2221341       17.557620
       2.2223511       17.473597
       2.2225680       17.555899
       2.2227850       17.677446
       2.2230020       17.639054
       2.2232189       17.435666
       2.2234361       17.306113
       2.2236531       17.828561
       2.2238700       20.933385
       2.2240870       31.540177
       2.2243040       54.381924
       2.2245212       83.879743
       2.2247381       101.67316
       2.2249551       93.734848
       2.2251720       66.613774
       2.2253890       39.540695
       2.2256060       24.205132
       2.2258229       19.118639
       2.2260401       18.641070
       2.2262571       19.405490
       2.2264740       20.098340
       2.2266910       20.388444
       2.2269080       20.671322
       2.2271252       21.350225
       2.2273421       22.010316
       2.2275591       21.786952
       2.2277761       20.552543
       2.2279930       19.193435
       2.2282100       18.630333
       2.2284269       19.008357
       2.2286441       19.800668
       2.2288611       20.273427
       2.2290781       19.995331
       2.2292950       19.177196
       2.2295120       18.426142
       2.2297292       18.173950
       2.2299461       18.576378
       2.2301631       20.662460
       2.2303801       29.524426
       2.2305970       56.412083
       2.2308140       109.30692
       2.2310309       173.08593
       2.2312481       209.15279
       2.2314651       190.66956
       2.2316821       132.88941
       2.2318990       75.170129
       2.2321160       41.223363
       2.2323332       28.094671
       2.2325501       24.175356
       2.2327671       22.957598
       2.2329841       23.016380
       2.2332010       24.602247
       2.2334180       27.808894
       2.2336349       31.429628
       2.2338521       33.631045
       2.2340691       34.174177
       2.2342861       34.304384
       2.2345030       34.035399
       2.2347200       31.861873
       2.2349372       27.540943
       2.2351542       22.942266
       2.2353711       19.797875
       2.2355881       18.340340
       2.2358050       17.960081
       2.2360220       18.023455
       2.2362390       18.099767
       2.2364559       18.046779
       2.2366731       17.997138
       2.2368901       18.138203
       2.2371070       18.467720
       2.2373240       18.794806
       2.2375410       18.944288
       2.2377582       18.936133
       2.2379751       19.113599
       2.2381921       19.940059
       2.2384090       21.121344
       2.2386260       21.426322
       2.2388430       20.376648
       2.2390599       18.991900
       2.2392771       18.180082
       2.2394941       17.934157
       2.2397110       18.027379
       2.2399280       18.332771
       2.2401450       18.671881
       2.2403622       18.847803
       2.2405791       18.867878
       2.2407961       19.049922
       2.2410131       19.718931
       2.2412300       20.753300
       2.2414470       21.608461
       2.2416639       21.896540
       2.2418811       21.794607
       2.2420981       21.780062
       2.2423151       22.192552
       2.2425320       23.095755
       2.2427490       24.111904
       2.2429659       24.404558
       2.2431831       23.506698
       2.2434001       22.121293
       2.2436171       21.375870
       2.2438340       21.444279
       2.2440510       21.502526
       2.2442679       20.910834
       2.2444851       19.914769
       2.2447021       19.161820
       2.2449191       19.165725
       2.2451360       20.992757
       2.2453530       27.262718
       2.2455699       40.189171
       2.2457871       56.231025
       2.2460041       65.299567
       2.2462211       60.257885
       2.2464380       45.333983
       2.2466550       31.089758
       2.2468719       23.310101
       2.2470891       20.647355
       2.2473061       19.954811
       2.2475231       19.609548
       2.2477400       19.199539
       2.2479570       18.777361
       2.2481740       18.561747
       2.2483912       18.639251
       2.2486081       18.828684
       2.2488251       18.915053
       2.2490420       18.901502
       2.2492590       18.915447
       2.2494760       19.016511
       2.2496929       19.179200
       2.2499101       19.346238
       2.2501271       19.478658
       2.2503440       19.616574
       2.2505610       20.105246
       2.2507780       22.437930
       2.2509952       30.620595
       2.2512121       49.965425
       2.2514291       79.744019
       2.2516460       106.42742
       2.2518630       111.93297
       2.2520800       92.172010
       2.2522969       61.510676
       2.2525141       37.161081
       2.2527311       24.999058
       2.2529480       21.057537
       2.2531650       20.755112
       2.2533820       23.701142
       2.2535992       31.424873
       2.2538161       39.834373
       2.2540331       40.475209
       2.2542500       33.270761
       2.2544670       26.134145
       2.2546840       22.606407
       2.2549009       21.047686
       2.2551181       20.270415
       2.2553351       20.078663
       2.2555521       20.158723
       2.2557690       20.213638
       2.2559860       20.283005
       2.2562032       20.940037
       2.2564201       22.835684
       2.2566371       25.150869
       2.2568541       25.612699
       2.2570710       23.672203
       2.2572880       21.355799
       2.2575049       20.159351
       2.2577221       19.855136
       2.2579391       19.805049
       2.2581561       19.757648
       2.2583730       19.711504
       2.2585900       19.666224
       2.2588072       19.625179
       2.2590241       19.638177
       2.2592411       19.745805
       2.2594581       19.896350
       2.2596750       19.966584
       2.2598920       19.938709
       2.2601089       19.923822
       2.2603261       19.973795
       2.2605431       20.081829
       2.2607601       20.330972
       2.2609770       20.889055
       2.2611940       21.977378
       2.2614110       23.752477
       2.2616282       25.933256
       2.2618451       27.712389
       2.2620621       28.314596
       2.2622790       27.484166
       2.2624960       25.542277
       2.2627130       23.231236
       2.2629299       21.408757
       2.2631471       20.621765
       2.2633641       20.930095
       2.2635810       22.119718
       2.2637980       23.908006
       2.2640150       25.816450
       2.2642322       27.180301
       2.2644491       27.709904
       2.2646661       27.699357
       2.2648830       27.242583
       2.2651000       25.966827
       2.2653170       23.904476
       2.2655339       21.859740
       2.2657511       20.582411
       2.2659681       20.113318
       2.2661850       20.053317
       2.2664020       20.167034
       2.2666190       20.554155
       2.2668362       21.222147
       2.2670531       21.809105
       2.2672701       22.031647
       2.2674870       22.182391
       2.2677040       22.838428
       2.2679210       24.188874
       2.2681379       26.304307
       2.2683551       30.025113
       2.2685721       36.211208
       2.2687891       43.251724
       2.2690060       46.844449
       2.2692230       44.276648
       2.2694399       37.699577
       2.2696571       31.591217
       2.2698741       28.286896
       2.2700911       26.973648
       2.2703080       25.912754
       2.2705250       24.434179
       2.2707419       23.133091
       2.2709591       22.806169
       2.2711761       23.436354
       2.2713931       24.123276
       2.2716100       24.029792
       2.2718270       23.243428
       2.2720439       22.452987
       2.2722611       22.073426
       2.2724781       21.961129
       2.2726951       21.775001
       2.2729120       21.527984
       2.2731290       22.015362
       2.2733459       25.006338
       2.2735631       32.554588
       2.2737801       44.490683
       2.2739971       56.243770
       2.2742140       60.944367
       2.2744310       55.372894
       2.2746480       43.328657
       2.2748652       32.028884
       2.2750821       25.783227
       2.2752991       24.028584
       2.2755160       24.186473
       2.2757330       24.302942
       2.2759500       23.817376
       2.2761669       23.124481
       2.2763841       22.638396
       2.2766011       22.389830
       2.2768180       22.314629
       2.2770350       22.360724
       2.2772520       22.327974
       2.2774692       22.013934
       2.2776861       21.523993
       2.2779031       21.187290
       2.2781200       21.156886
       2.2783370       21.261901
       2.2785540       21.250040
       2.2787709       21.067384
       2.2789881       20.869557
       2.2792051       20.803128
       2.2794220       20.846637
       2.2796390       20.909594
       2.2798560       21.050623
       2.2800732       21.436732
       2.2802901       22.064227
       2.2805071       22.675427
       2.2807240       22.957480
       2.2809410       22.851189
       2.2811580       22.624141
       2.2813749       22.446459
       2.2815921       22.160997
       2.2818091       21.739283
       2.2820261       21.505977
       2.2822430       21.735167
       2.2824600       22.374632
       2.2826772       23.097561
       2.2828941       23.410002
       2.2831111       23.055467
       2.2833281       22.430366
       2.2835450       22.157688
       2.2837620       22.314623
       2.2839789       22.470630
       2.2841961       22.271719
       2.2844131       21.757465
       2.2846301       21.311288
       2.2848470       21.352724
       2.2850640       21.895634
       2.2852812       22.476473
       2.2854981       22.652755
       2.2857151       22.438558
       2.2859321       22.146367
       2.2861490       22.033443
       2.2863660       22.185434
       2.2865829       22.502927
       2.2868001       22.764573
       2.2870171       22.849817
       2.2872341       22.851914
       2.2874510       22.875030
       2.2876680       22.868271
       2.2878850       22.803499
       2.2881021       22.732062
       2.2883191       22.595746
       2.2885361       22.381813
       2.2887530       22.360442
       2.2889700       22.808460
       2.2891870       23.648013
       2.2894039       24.515833
       2.2896211       25.077889
       2.2898381       25.163003
       2.2900550       24.710811
       2.2902720       23.856421
       2.2904890       22.996985
       2.2907062       22.495388
       2.2909231       22.405921
       2.2911401       22.570203
       2.2913570       22.791117
       2.2915740       22.956536
       2.2917910       23.141557
       2.2920079       23.439703
       2.2922251       23.711739
       2.2924421       23.707380
       2.2926590       23.415593
       2.2928760       23.188449
       2.2930930       23.663469
       2.2933102       25.600395
       2.2935271       29.182757
       2.2937441       33.048627
       2.2939610       34.871300
       2.2941780       33.767217
       2.2943950       31.288419
       2.2946119       29.454772
       2.2948291       28.814931
       2.2950461       28.732894
       2.2952631       28.485734
       2.2954800       27.767133
       2.2956970       26.728794
       2.2959142       25.823589
       2.2961311       25.537403
       2.2963481       26.001798
       2.2965651       26.711385
       2.2967820       26.901655
       2.2969990       26.449493
       2.2972159       26.035319
       2.2974331       26.290124
       2.2976501       27.452835
       2.2978671       29.893162
       2.2980840       33.879829
       2.2983010       38.675150
       2.2985182       42.505156
       2.2987351       43.216743
       2.2989521       39.676103
       2.2991691       33.531469
       2.2993860       28.207416
       2.2996030       25.531140
       2.2998199       25.025606
       2.3000371       25.519327
       2.3002541       25.919742
       2.3004711       25.632385
       2.3006880       24.869956
       2.3009050       24.109997
       2.3011222       23.553827
       2.3013391       23.213536
       2.3015561       23.069549
       2.3017731       23.057159
       2.3019900       23.111842
       2.3022070       23.252061
       2.3024240       23.454566
       2.3026412       23.573036
       2.3028581       23.573690
       2.3030751       23.670503
       2.3032920       23.998418
       2.3035090       24.319040
       2.3037262       24.385387
       2.3039432       24.400181
       2.3041601       24.640676
       2.3043771       24.911748
       2.3045940       24.854703
       2.3048110       24.488261
       2.3050280       24.145603
       2.3052452       24.064549
       2.3054621       24.111182
       2.3056791       24.001394
       2.3058960       23.759845
       2.3061130       23.609064
       2.3063300       23.559955
       2.3065472       23.498661
       2.3067641       23.492424
       2.3069811       23.795229
       2.3071980       24.583087
       2.3074150       25.608548
       2.3076320       26.238634
       2.3078492       26.083006
       2.3080661       25.494197
       2.3082831       25.206902
       2.3085001       25.552416
       2.3087170       26.243244
       2.3089340       26.736999
       2.3091512       26.633015
       2.3093681       25.979097
       2.3095851       25.297539
       2.3098021       25.197753
       2.3100190       25.844345
       2.3102360       26.678711
       2.3104529       26.850995
       2.3106701       26.206721
       2.3108871       25.498671
       2.3111041       25.352285
       2.3113210       25.591386
       2.3115380       25.716810
       2.3117549       25.510052
       2.3119721       25.121168
       2.3121891       24.826234
       2.3124061       24.706636
       2.3126230       24.684097
       2.3128400       24.757622
       2.3130569       24.864142
       2.3132741       24.795845
       2.3134911       24.531083
       2.3137081       24.300275
       2.3139250       24.280406
       2.3141420       24.453471
       2.3143589       24.677550
       2.3145761       24.816819
       2.3147931       24.827274
       2.3150101       24.758512
       2.3152270       24.763059
       2.3154440       25.070846
       2.3156610       25.796731
       2.3158782       26.824349
       2.3160951       28.031086
       2.3163121       29.466431
       2.3165290       31.136549
       2.3167460       32.712366
       2.3169630       33.580815
       2.3171802       33.412241
       2.3173971       32.559623
       2.3176141       31.658966
       2.3178310       31.043153
       2.3180480       30.652728
       2.3182650       30.296753
       2.3184819       29.837695
       2.3186991       29.227632
       2.3189161       28.564746
       2.3191330       28.116022
       2.3193500       28.097908
       2.3195670       28.361763
       2.3197839       28.608157
       2.3200011       29.019405
       2.3202181       30.205763
       2.3204350       32.295245
       2.3206520       34.425196
       2.3208690       35.326984
       2.3210859       34.379466
       2.3213031       32.402894
       2.3215201       31.120521
       2.3217371       31.149489
       2.3219540       31.479779
       2.3221710       31.217816
       2.3223879       30.628045
       2.3226051       30.300683
       2.3228221       30.263341
       2.3230391       30.119339
       2.3232560       29.616311
       2.3234730       28.889916
       2.3236899       28.299557
       2.3239069       28.237795
       2.3241241       29.048826
       2.3243411       30.803967
       2.3245580       33.114608
       2.3247750       35.259138
       2.3249919       36.358184
       2.3252091       35.701655
       2.3254261       33.453342
       2.3256431       30.784668
       2.3258600       28.944136
       2.3260770       28.325486
       2.3262939       28.446073
       2.3265109       28.611585
       2.3267281       28.507335
       2.3269451       28.238153
       2.3271620       27.990760
       2.3273790       27.840535
       2.3275959       27.856948
       2.3278131       28.173796
       2.3280301       28.877978
       2.3282471       29.831398
       2.3284640       30.611584
       2.3286810       30.841012
       2.3288980       30.550903
       2.3291149       30.142889
       2.3293321       30.044367
       2.3295491       30.239046
       2.3297660       30.318650
       2.3299830       30.067371
       2.3302000       29.612002
       2.3304172       29.193344
       2.3306341       29.121117
       2.3308511       29.656544
       2.3310680       30.705995
       2.3312850       31.786804
       2.3315020       32.456657
       2.3317189       32.645270
       2.3319361       32.543840
       2.3321531       32.361916
       2.3323700       32.065241
       2.3325870       31.414966
       2.3328040       30.450043
       2.3330212       29.574358
       2.3332381       29.059130
       2.3334551       28.847274
       2.3336720       28.875573
       2.3338890       29.087694
       2.3341060       29.420053
       2.3343229       30.080164
       2.3345401       31.109790
       2.3347571       31.951550
       2.3349741       32.091848
       2.3351910       31.521334
       2.3354080       30.530879
       2.3356252       29.515427
       2.3358421       28.946044
       2.3360591       29.031346
       2.3362761       29.320705
       2.3364930       29.373024
       2.3367100       29.375863
       2.3369269       29.496512
       2.3371441       29.642955
       2.3373611       29.954684
       2.3375781       30.735972
       2.3377950       31.949021
       2.3380120       33.118029
       2.3382292       33.870496
       2.3384461       34.323051
       2.3386631       34.633000
       2.3388801       34.574220
       2.3390970       34.116791
       2.3393140       33.822191
       2.3395309       34.230774
       2.3397481       35.461993
       2.3399651       37.211011
       2.3401821       38.602850
       2.3403990       38.772709
       2.3406160       37.981175
       2.3408329       37.268852
       2.3410501       37.098977
       2.3412671       37.341560
       2.3414841       38.182531
       2.3417010       39.642115
       2.3419180       40.535338
       2.3421350       39.525698
       2.3423519       36.971152
       2.3425691       34.538142
       2.3427861       33.361199
       2.3430030       33.324829
       2.3432200       33.734781
       2.3434370       33.960469
       2.3436542       33.692090
       2.3438711       33.063324
       2.3440881       32.567942
       2.3443050       32.843329
       2.3445220       34.310143
       2.3447390       36.484610
       2.3449559       37.972376
       2.3451731       37.837708
       2.3453901       36.604780
       2.3456070       35.451452
       2.3458240       34.994787
       2.3460410       35.133386
       2.3462582       35.441233
       2.3464751       35.631587
       2.3466921       35.873285
       2.3469090       36.636214
       2.3471260       38.161588
       2.3473430       39.720515
       2.3475599       40.034129
       2.3477771       39.052043
       2.3479941       37.891596
       2.3482111       37.019078
       2.3484280       36.196227
       2.3486450       35.569003
       2.3488622       35.893654
       2.3490791       37.899301
       2.3492961       41.399831
       2.3495131       44.872151
       2.3497300       46.326338
       2.3499470       45.339120
       2.3501639       43.724978
       2.3503811       43.297306
       2.3505981       43.832734
       2.3508151       44.218736
       2.3510320       44.474846
       2.3512490       45.531477
       2.3514662       47.602435
       2.3516831       49.846225
       2.3519001       51.952914
       2.3521171       54.482439
       2.3523340       56.671159
       2.3525510       56.292091
       2.3527679       52.907207
       2.3529851       48.795239
       2.3532021       45.851801
       2.3534191       43.764715
       2.3536360       41.821186
       2.3538530       40.203383
       2.3540702       39.151495
       2.3542871       38.446389
       2.3545041       37.782526
       2.3547211       37.170182
       2.3549380       36.913500
       2.3551550       37.238917
       2.3553720       38.198328
       2.3555892       39.718740
       2.3558061       41.307095
       2.3560231       42.155327
       2.3562400       41.995535
       2.3564570       41.344574
       2.3566742       40.809543
       2.3568912       40.635109
       2.3571081       40.670081
       2.3573251       40.665229
       2.3575420       40.736357
       2.3577590       41.326052
       2.3579760       42.737356
       2.3581932       44.812751
       2.3584101       46.788173
       2.3586271       47.580189
       2.3588440       46.558653
       2.3590610       43.928829
       2.3592782       40.595807
       2.3594952       37.902243
       2.3597121       36.608878
       2.3599291       36.245140
       2.3601460       35.987345
       2.3603630       35.495429
       2.3605800       34.684195
       2.3607972       33.720812
       2.3610141       33.510733
       2.3612311       34.945812
       2.3614480       37.352448
       2.3616650       38.962616
       2.3618820       38.934243
       2.3620992       37.861472
       2.3623161       36.767888
       2.3625331       36.658199
       2.3627501       38.736667
       2.3629670       43.342608
       2.3631840       48.022538
       2.3634009       49.484915
       2.3636181       48.330827
       2.3638351       47.391770
       2.3640521       46.666751
       2.3642690       44.728784
       2.3644860       41.898722
       2.3647032       39.417388
       2.3649201       37.922968
       2.3651371       37.351182
       2.3653541       37.276708
       2.3655710       37.355937
       2.3657880       37.637782
       2.3660049       38.209770
       2.3662221       38.923974
       2.3664391       39.929638
       2.3666561       42.089603
       2.3668730       45.933732
       2.3670900       50.203889
       2.3673069       52.436631
       2.3675241       51.256128
       2.3677411       47.671617
       2.3679581       44.167087
       2.3681750       42.808171
       2.3683920       44.063538
       2.3686090       46.910520
       2.3688262       49.311319
       2.3690431       49.319640
       2.3692601       47.212060
       2.3694770       45.493659
       2.3696940       46.294537
       2.3699110       50.103920
       2.3701282       56.213175
       2.3703451       62.684641
       2.3705621       67.282088
       2.3707790       69.721248
       2.3709960       71.507154
       2.3712130       72.833629
       2.3714302       71.669713
       2.3716471       66.796518
       2.3718641       59.870902
       2.3720810       53.547950
       2.3722980       49.330854
       2.3725150       47.414633
       2.3727319       46.958728
       2.3729491       46.827982
       2.3731661       46.533486
       2.3733830       46.088024
       2.3736000       45.419723
       2.3738170       44.397051
       2.3740339       43.291786
       2.3742511       42.592426
       2.3744681       42.443837
       2.3746850       42.807660
       2.3749020       43.541679
       2.3751190       44.121169
       2.3753359       44.236176
       2.3755531       44.610268
       2.3757701       46.483261
       2.3759871       50.351579
       2.3762040       55.436837
       2.3764210       59.913090
       2.3766379       61.597853
       2.3768551       59.717646
       2.3770721       56.204305
       2.3772891       54.403508
       2.3775060       57.132986
       2.3777230       65.186257
       2.3779399       75.650624
       2.3781571       82.260466
       2.3783741       79.961953
       2.3785911       70.002533
       2.3788080       58.997017
       2.3790250       52.567862
       2.3792419       51.279558
       2.3794591       52.383339
       2.3796761       53.370219
       2.3798931       53.477073
       2.3801100       53.239225
       2.3803270       53.406771
       2.3805439       53.580235
       2.3807611       52.355148
       2.3809781       49.354454
       2.3811951       46.086132
       2.3814120       44.209832
       2.3816290       43.970372
       2.3818460       44.751448
       2.3820629       46.018170
       2.3822801       47.704551
       2.3824971       50.282453
       2.3827140       54.637754
       2.3829310       61.317033
       2.3831480       69.464009
       2.3833649       77.433767
       2.3835821       84.255613
       2.3837991       89.030506
       2.3840160       89.553356
       2.3842330       83.759364
       2.3844500       73.083028
       2.3846669       62.162889
       2.3848841       54.715847
       2.3851011       51.763513
       2.3853180       53.523410
       2.3855350       59.934444
       2.3857520       68.290508
       2.3859689       73.214569
       2.3861861       71.204780
       2.3864031       64.132592
       2.3866200       56.621336
       2.3868370       51.479880
       2.3870540       49.171126
       2.3872709       49.675079
       2.3874881       53.500524
       2.3877051       61.092016
       2.3879220       70.064612
       2.3881390       74.427693
       2.3883560       70.189273
       2.3885729       60.290375
       2.3887901       50.948840
       2.3890071       44.728618
       2.3892241       38.625220
       2.3894410       28.489351
       2.3896580       15.578388
       2.3898749       5.7359515
       2.3900921       1.3843204
       2.3903091      0.24895256
       2.3905261     0.044216413
       2.3907430    0.0075176368
       2.3909600   0.00087558680
       2.3911769   5.0763156e-05
       2.3913941       0.0000000
       2.3916111       0.0000000
       2.3918281       0.0000000
       2.3920450       0.0000000
       2.3922620       0.0000000
       2.3924789       0.0000000
       2.3926961       0.0000000
       2.3929131       0.0000000
       2.3931301       0.0000000
       2.3933470       0.0000000
       2.3935640       0.0000000
       2.3937809       0.0000000
       2.3939981       0.0000000
       2.3942151       0.0000000
